Key,BPM,Energy,Danceability,Happiness,Acousticness,Instrumentalness,Liveness,Speechiness,Placering
3,190,0.5772143799704501,0.08199909318043748,0.06596435722881096,0.21357636638361877,0.06631604893216485,0.2442273001970273,0.20153717556828984,1
3,104,1.0,0.09074144186906856,0.5793929615593699,0.5943499423483614,0.1684900530555423,0.49545802806811645,0.8960589008861053,0
5,134,0.13117710110068437,0.9536143111694096,0.5292019031514187,0.21609139796254606,0.9950863342011367,0.12004052334256021,1.0,1
8,82,0.7562884402929165,1.0,0.44027664132979627,0.22952789801841203,0.21584726854505307,0.05136468659992784,0.2041018643233398,1
0,103,0.4825815580299129,0.29233747523645215,0.5437602215003209,0.019641688332307505,0.06452997045584812,0.29008539001316036,0.3862333367387291,0
0,72,0.47940285662422083,0.31357629569317375,0.47401697034388873,0.5564784351887833,0.18276243216353363,0.08655958842654433,0.08620405534026365,0
1,60,0.7209184562316885,0.9607086933536654,0.4082438584180694,0.045755617273933735,0.4069041419713862,0.4309888860168558,0.19125210936557857,0
3,97,0.5812967595720634,0.5707364980800028,0.3147570071771613,0.4199760178851601,0.08216825947733496,0.5837421501027434,0.49157533874855125,0
6,87,0.8207934827496147,0.61609819842068,0.38589502903999934,0.2524026126056232,0.26354186638758953,1.0,0.9264444024136833,1
0,238,0.91051583219398,0.4969071630983834,0.4400385590351524,0.28686742794425996,0.4420158953606794,0.018674198332906677,0.025723006833468176,0
3,71,0.9593489667620997,0.27185789207914096,0.4206298544092235,0.3350296931917605,0.29146306023757584,1.0,0.8793450487206474,0
1,143,0.649685418951876,0.5199134021947703,0.1411095133547926,0.5696537655616446,0.3657175705845652,0.1787185926660705,0.047403759377808274,0
3,129,0.07617279180079735,0.20853078858632967,0.28462288414906356,0.8763257328429876,0.22990260174839813,0.48419387834553324,0.056121933219121324,0
5,171,0.3586412169473405,0.399076959572926,0.446692079457526,0.8620074671030112,0.05058599741624679,0.22178799393215476,0.3639876063378313,0
2,67,0.6082353626238106,0.03915610326925667,0.8000851969184756,0.320459520598627,0.41298211764647913,0.8429360156163858,0.75277311281656,0
0,132,0.6788592818334332,0.6301078098596182,0.27689903337945854,0.39802604453628837,0.23097287434387037,0.3678063788893657,0.23376120904350886,0
7,65,0.10467177984343912,0.8414350873855488,0.3648570814649436,1.0,0.4191926196382054,1.0,1.0,0
1,148,0.7046597029587685,0.7525225392595777,0.3941062685290618,1.0,0.3965555530301204,0.0009948798303955526,0.42525001232155585,2
5,109,0.00013954706733754207,0.3443157958885357,0.4683268274997509,0.7902168169587073,0.1191484742701424,0.6585298428669542,0.7995766682422145,0
5,103,0.2674860108173631,0.04666853834175799,0.5627349210162528,0.7236816385023014,0.3006838514525035,0.7465088995463175,0.7017437185796555,0
7,120,0.5476104628829856,0.39370844374380415,0.39308551515928175,0.6922850031868272,0.16262409495702465,1.0,0.506764303002342,0
6,80,0.20920871535074417,0.050986474853233155,0.6121435393278033,0.8612220168454895,0.19727137791379268,0.3425111221123877,0.09281312729442733,0
4,164,0.01041838969668496,0.35725694053099516,0.0,0.8244214318749353,0.06128318158456495,0.4763683673730863,0.7378594315150956,0
3,61,0.19341032290276497,0.07138964197101268,0.09353047362059515,0.37188330635954814,0.04475972072876805,0.5503279939961342,0.45622288985742615,0
2,77,0.5318125150070953,0.6547840157906184,0.8372677032049399,0.2577946245351054,0.0022666148533325896,0.4187752842697206,0.21426020517870445,0
1,71,0.54986141874911,0.6664857569641846,0.42259928961510207,0.35692211382858696,0.15402029775063217,0.5743020493801048,0.7047353817255534,2
3,100,0.9434975729646823,0.39216130994564097,0.4699347197062654,0.3205409853854575,0.45761615822551005,0.9383033519653731,0.7294547177722891,0
10,61,0.15685242012071007,0.7410350598616517,0.6364629406258101,0.46303705617385904,0.5126439728041843,1.0,0.23669295981676108,0
2,101,0.8185229252009116,0.5830149767716196,0.33937351229823154,0.8731610290995908,0.3190503049650143,0.6920673999600692,0.30986783868410145,0
2,191,0.1282091949584371,0.44748770403929167,0.4960746415209603,0.06544553028545556,0.05811808596761195,0.7949736717379995,0.5586816044499118,0
8,95,0.24198720526555814,0.01937889531107932,0.3608095163949962,1.0,0.6965129072315911,0.7018672667909153,0.6184328601750173,0
